i14   . i13         243.6926599234
i14   . i14       10683.1133341436
i14   . i16       -3445.5539555886
i14   . i18       -1004.0526725395
i14   . i20        -321.0322715222
i14   . i22        -206.1015830282
i14   . i24        -135.5456468805
i14   . i26         -96.7850248646
i14   . i28         -71.6982651679
i14   . i30         -54.0576116962
i14   . i32         -40.5700949023
i14   . i34         -29.4252687968
i14   . i36         -19.4019751933
i14   . i38          -9.5250203885
i14   . i40           3.2960584296
i14   . i42          28.5598412398
i15   . i15         243.6926599234
i15   . i16        -243.6926599234
i16   . i2         -169.9845741897
i16   . i4         -149.5575445287
i16   . i6         -172.3625217745
i16   . i8         -233.5876603115
i16   . i10        -339.2969261192
i16   . i12       -1013.2081297964
i16   . i14       -3445.5539555886
i16   . i15         243.6926599234
i16   . i16       10692.4096741446
i16   . i18       -3438.0470424080
i16   . i20        -998.1311035265
i16   . i22        -316.5293498281
i16   . i24        -202.8808233692
i16   . i26        -133.4937362992
i16   . i28         -95.8043631889
i16   . i30         -71.6982651679
i16   . i32         -54.9431745009
i16   . i34         -42.2254877842
i16   . i36         -31.6781139900
i16   . i38         -22.0259785155
i16   . i40         -11.2000500590
i16   . i42           6.1064668779
i17   . i17         243.6926599234
i17   . i18        -243.6926599234
i18   . i2         -127.4303605834
i18   . i4         -111.6821593215
i18   . i6         -125.1695800871
i18   . i8         -157.0153728565
i18   . i10        -220.5248442897
i18   . i12        -328.3262518423
i18   . i14       -1004.0526725395
i18   . i16       -3438.0470424080
i18   . i17         243.6926599234
i18   . i18       10698.4116838576
i18   . i20       -3433.4266315911
i18   . i22        -994.7869787042
i18   . i24        -314.3725749098
i18   . i26        -201.8358155324
i18   . i28        -133.4937362992
i18   . i30         -96.7850248646
i18   . i32         -73.5886904344
i18   . i34         -57.6534942866
i18   . i36         -45.6311454077
i18   . i38         -35.6028059349
i18   . i40         -26.3046396519
i18   . i42         -16.3745222358
i19   . i19         243.6926599234
i19   . i20        -243.6926599234
i20   . i2          -93.5539158654
i20   . i4          -83.6171113308
i20   . i6          -93.1183904758
i20   . i8         -113.2009149694
i20   . i10        -146.6903333457
i20   . i12        -211.7843232292
i20   . i14        -321.0322715222
i20   . i16        -998.1311035265
i20   . i18       -3433.4266315911
i20   . i19         243.6926599234
i20   . i20       10701.7969011356
i20   . i22       -3431.2177513032
i20   . i24        -993.7039651659
i20   . i26        -314.3725749098
i20   . i28        -202.8808233692
i20   . i30        -135.5456468805
i20   . i32         -99.7985256066
i20   . i34         -77.5016960032
i20   . i36         -62.3904394693
i20   . i38         -51.0631762173
i20   . i40         -42.7187212341
i20   . i42         -39.7412450438
i21   . i21         243.6926599234
i21   . i22        -243.6926599234
i22   . i2          -65.0098675099
i22   . i4          -61.3667999915
i22   . i6          -69.5930008045
i22   . i8          -83.7867535190
i22   . i10        -105.0860459171
i22   . i12        -139.8144690326
i22   . i14        -206.1015830282
i22   . i16        -316.5293498281
i22   . i18        -994.7869787042
i22   . i20       -3431.2177513032
i22   . i21         243.6926599234
i22   . i22       10702.8925393536
i22   . i24       -3431.2177513032
i22   . i26        -994.7869787042
i22   . i28        -316.5293498281
i22   . i30        -206.1015830282
i22   . i32        -139.8144690326
i22   . i34        -105.0860459171
i22   . i36         -83.7867535190
i22   . i38         -69.5930008045
i22   . i40         -61.3667999915
i22   . i42         -65.0098675099
i23   . i23         243.6926599234
i23   . i24        -243.6926599234
i24   . i2          -39.7412450438
i24   . i4          -42.7187212341
i24   . i6          -51.0631762173
i24   . i8          -62.3904394693
i24   . i10         -77.5016960032
i24   . i12         -99.7985256066
i24   . i14        -135.5456468805
i24   . i16        -202.8808233692
i24   . i18        -314.3725749098
i24   . i20        -993.7039651659
i24   . i22       -3431.2177513032
i24   . i23         243.6926599234
i24   . i24       10701.7969011356
i24   . i26       -3433.4266315911
i24   . i28        -998.1311035265
i24   . i30        -321.0322715222
i24   . i32        -211.7843232292
i24   . i34        -146.6903333457
i24   . i36        -113.2009149694
i24   . i38         -93.1183904758
i24   . i40         -83.6171113308
i24   . i42         -93.5539158654
i25   . i25         243.6926599234
i25   . i26        -243.6926599234
i26   . i2          -16.3745222358
i26   . i4          -26.3046396519
i26   . i6          -35.6028059349
i26   . i8          -45.6311454077
i26   . i10         -57.6534942866
i26   . i12         -73.5886904344
i26   . i14         -96.7850248646
i26   . i16        -133.4937362992
i26   . i18        -201.8358155324
i26   . i20        -314.3725749098
i26   . i22        -994.7869787042
i26   . i24       -3433.4266315911
i26   . i25         243.6926599234
i26   . i26       10698.4116838576
i26   . i28       -3438.0470424081
i26   . i30       -1004.0526725395
i26   . i32        -328.3262518423
i26   . i34        -220.5248442897
i26   . i36        -157.0153728565
i26   . i38        -125.1695800871
i26   . i40        -111.6821593215
i26   . i42        -127.4303605834
i27   . i27         243.6926599234
i27   . i28        -243.6926599234
i28   . i2            6.1064668779
i28   . i4          -11.2000500590
i28   . i6          -22.0259785155
i28   . i8          -31.6781139900
i28   . i10         -42.2254877842
i28   . i12         -54.9431745009
i28   . i14         -71.6982651679
i28   . i16         -95.8043631889
i28   . i18        -133.4937362992
i28   . i20        -202.8808233692
i28   . i22        -316.5293498281
i28   . i24        -998.1311035265
i28   . i26       -3438.0470424081
i28   . i27         243.6926599234
i28   . i28       10692.4096741446
i28   . i30       -3445.5539555886
i28   . i32       -1013.2081297964
i28   . i34        -339.2969261192
i28   . i36        -233.5876603115
i28   . i38        -172.3625217745
i28   . i40        -149.5575445287
i28   . i42        -169.9845741897
i29   . i29         243.6926599234
i29   . i30        -243.6926599234
i30   . i2           28.5598412398
i30   . i4            3.2960584296
i30   . i6           -9.5250203885
i30   . i8          -19.4019751933
i30   . i10         -29.4252687968
i30   . i12         -40.5700949023
i30   . i14         -54.0576116962
i30   . i16         -71.6982651679
i30   . i18         -96.7850248646
i30   . i20        -135.5456468805
i30   . i22        -206.1015830282
i30   . i24        -321.0322715222
i30   . i26       -1004.0526725395
i30   . i28       -3445.5539555886
i30   . i29         243.6926599234
i30   . i30       10683.1133341436
i30   . i32       -3456.8918057271
i30   . i34       -1026.9011765031
i30   . i36        -355.8469661658
i30   . i38        -253.4270512209
i30   . i40        -204.6477258061
i30   . i42        -227.1977777454
i31   . i31         243.6926599234
i31   . i32        -243.6926599234
i32   . i2           51.8520101632
i32   . i4           17.8071318348
i32   . i6            2.5348094103
i32   . i8           -8.0154471417
i32   . i10         -18.1347820062
i32   . i12         -28.6809814160
i32   . i14         -40.5700949023
i32   . i16         -54.9431745009
i32   . i18         -73.5886904344
i32   . i20         -99.7985256066
i32   . i22        -139.8144690326
i32   . i24        -211.7843232292
i32   . i26        -328.3262518423
i32   . i28       -1013.2081297964
i32   . i30       -3456.8918057271
i32   . i31         243.6926599234
i32   . i32       10669.1742808996
i32   . i34       -3473.9863394252
i32   . i36       -1048.0362637224
i32   . i38        -381.9143663183
i32   . i40        -297.1082442779
i32   . i42        -310.2590028517
i33   . i33         243.6926599234
i33   . i34        -243.6926599234
i34   . i2           77.0547214702
i34   . i4           33.0152405791
i34   . i6           14.7611681437
i34   . i8            3.1394155931
i34   . i10          -7.5436416630
i34   . i12         -18.1347820062
i34   . i14         -29.4252687968
i34   . i16         -42.2254877842
i34   . i18         -57.6534942866
i34   . i20         -77.5016960032
i34   . i22        -105.0860459171
i34   . i24        -146.6903333457
i34   . i26        -220.5248442897
i34   . i28        -339.2969261192
i34   . i30       -1026.9011765031
i34   . i32       -3473.9863394252
i34   . i33         243.6926599234
i34   . i34       10647.7226465696
i34   . i36       -3501.3570043848
i34   . i38       -1083.1242537968
i34   . i40        -443.1416561956
i34   . i42        -446.7929017618
i35   . i35         243.6926599234
i35   . i36        -243.6926599234
i36   . i2          106.0293299630
i36   . i4           49.9883059059
i36   . i6           27.9879834621
i36   . i8           14.8359013522
i36   . i10           3.1394155931
i36   . i12          -8.0154471417
i36   . i14         -19.4019751933
i36   . i16         -31.6781139900
i36   . i18         -45.6311454077
i36   . i20         -62.3904394693
i36   . i22         -83.7867535190
i36   . i24        -113.2009149694
i36   . i26        -157.0153728565
i36   . i28        -233.5876603115
i36   . i30        -355.8469661658
i36   . i32       -1048.0362637224
i36   . i34       -3501.3570043848
i36   . i35         243.6926599234
i36   . i36       10611.2901479536
i36   . i38       -3550.5396347565
i36   . i40       -1174.3113115369
i36   . i42        -672.1647407285
i37   . i37         243.6926599234
i37   . i38        -243.6926599234
i38   . i2          141.3344273509
i38   . i4           70.1438866107
i38   . i6           43.2691783363
i38   . i8           27.9879834621
i38   . i10          14.7611681437
i38   . i12           2.5348094103
i38   . i14          -9.5250203885
i38   . i16         -22.0259785155
i38   . i18         -35.6028059349
i38   . i20         -51.0631762173
i38   . i22         -69.5930008045
i38   . i24         -93.1183904758
i38   . i26        -125.1695800871
i38   . i28        -172.3625217745
i38   . i30        -253.4270512209
i38   . i32        -381.9143663183
i38   . i34       -1083.1242537968
i38   . i36       -3550.5396347565
i38   . i37         243.6926599234
i38   . i38       10540.6202126906
i38   . i40       -3692.1334086434
i38   . i42       -1544.7451369939
i39   . i39         243.6926599234
i39   . i40        -243.6926599234
i40   . i2          209.0573483775
i40   . i4          107.3031353894
i40   . i6           70.1438866107
i40   . i8           49.9883059059
i40   . i10          33.0152405791
i40   . i12          17.8071318348
i40   . i14           3.2960584296
i40   . i16         -11.2000500590
i40   . i18         -26.3046396519
i40   . i20         -42.7187212341
i40   . i22         -61.3667999915
i40   . i24         -83.6171113308
i40   . i26        -111.6821593215
i40   . i28        -149.5575445287
i40   . i30        -204.6477258061
i40   . i32        -297.1082442779
i40   . i34        -443.1416561956
i40   . i36       -1174.3113115369
i40   . i38       -3692.1334086434
i40   . i39         243.6926599234
i40   . i40       10213.4532971716
i40   . i42       -4649.9676916441
i41   . i41         121.8463299617
i41   . i42        -121.8463299617
i42   . i2          399.2093398095
i42   . i4          209.0573483775
i42   . i6          141.3344273509
i42   . i8          106.0293299630
i42   . i10          77.0547214702
i42   . i12          51.8520101632
i42   . i14          28.5598412398
i42   . i16           6.1064668779
i42   . i18         -16.3745222358
i42   . i20         -39.7412450438
i42   . i22         -65.0098675099
i42   . i24         -93.5539158654
i42   . i26        -127.4303605834
i42   . i28        -169.9845741897
i42   . i30        -227.1977777454
i42   . i32        -310.2590028517
i42   . i34        -446.7929017618
i42   . i36        -672.1647407285
i42   . i38       -1544.7451369939
i42   . i40       -4649.9676916441
i42   . i41         121.8463299617
i42   . i42        7222.1719219397
